contigID	evalue	pident	fident	nident	mismatch	qcov	tcov	qstart	qend	qlen	tstart	tend	tlen	alnlen	bits	target	kingdom	phylum	class	order	family	genus	species
contig_24694	0.000E+00	98.000	0.980	0	27	0.997	0.008	1364	5	1364	58297	59656	165906	1360	2322	tid|2293150|NZ_QTXC01000005.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF17-11
contig_24751	0.000E+00	97.300	0.973	0	36	0.980	0.014	2	1336	1362	31275	32609	98091	1335	2237	tid|165179|NZ_QSSA01000013.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_24780	0.000E+00	90.700	0.907	0	126	0.996	0.024	1357	1	1362	27095	28451	57569	1357	1868	tid|2292357|NZ_QULS01000016.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp. OM04-11BH
contig_28017	0.000E+00	97.900	0.979	0	17	0.647	0.004	1282	453	1282	125611	126441	222942	831	1411	tid|165179|NZ_QSSA01000001.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_28046	0.000E+00	99.500	0.995	0	6	0.996	0.027	1281	5	1282	4020	5295	46403	1277	2259	tid|821|NZ_QSOY01000038.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola vulgatus
contig_28075	0.000E+00	84.400	0.844	0	197	0.986	0.029	1	1263	1281	36623	37888	43855	1266	1386	tid|1505|NZ_QSBE01000013.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_3498	3.304E-76	84.600	0.846	0	42	0.042	0.002	5003	5277	6574	59390	59668	163659	279	297	tid|2302974|NZ_QVGG01000007.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium AM25-17
contig_35007	0.000E+00	99.500	0.995	0	6	0.974	0.005	1152	31	1152	151030	152151	207023	1122	1989	tid|817|NZ_QSOR01000010.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_35036	0.000E+00	97.400	0.974	0	26	0.875	0.174	139	1145	1151	290	1281	5687	1007	1698	tid|2292270|NZ_QUKQ01000068.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified Ruminococcaceae genus	Ruminococcaceae bacterium TF06-43
contig_35065	0.000E+00	99.800	0.998	0	2	0.979	0.020	1	1127	1151	20853	21978	55038	1127	2008	tid|2302926|NZ_QVMA01000042.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM56-10ce
contig_35094	1.147E-162	95.800	0.958	0	15	0.314	0.012	461	101	1150	2767	3127	30584	361	581	tid|1535|NZ_QRTC01000032.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified Ruminococcaceae genus	[Clostridium] leptum
contig_35122	0.000E+00	99.800	0.998	0	2	0.999	0.049	1149	1	1150	8820	9967	23332	1149	2048	tid|47678|NZ_QSUJ01000056.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_37173	0.000E+00	99.900	0.999	0	1	0.984	0.002	1119	19	1119	514799	515899	622059	1101	1970	tid|2292928|NZ_QTLY01000002.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF29-11
contig_37201	3.239E-62	69.500	0.695	0	213	0.627	0.011	916	215	1119	6077	6774	63751	702	248	tid|1492|NZ_QRUG01000026.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
contig_37230	2.216E-128	73.300	0.733	0	211	0.709	0.003	57	849	1118	119207	120000	249272	794	467	tid|2292203|NZ_QUGT01000010.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF18-27
contig_7827	0.000E+00	99.100	0.991	0	17	1.000	0.044	1	1939	1939	7133	9071	43900	1939	3404	tid|165179|NZ_QSSA01000033.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_7857	2.447E-45	77.300	0.773	0	56	0.094	0.064	261	15	2614	3493	3739	3862	247	193	tid|1505|NZ_QSBE01000179.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_7886	0.000E+00	99.600	0.996	0	10	0.985	0.014	41	2607	2607	162988	165554	180807	2567	4565	tid|2292931|NZ_QTLV01000011.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF34-31BH
contig_7914	0.000E+00	90.300	0.903	0	103	0.407	0.011	475	1534	2602	93454	94513	100795	1060	1444	tid|216816|NZ_QSPY01000011.1	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
contig_7946	0.000E+00	96.400	0.964	0	69	0.743	0.005	1992	65	2594	290334	292265	403009	1932	3148	tid|2293169|NZ_QTWC01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF26-25AA
contig_8005	0.000E+00	75.400	0.754	0	589	0.929	0.030	2543	148	2578	11793	14193	80526	2401	1643	tid|1505|NZ_QSBE01000006.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_9560	0.000E+00	99.600	0.996	0	9	1.000	0.066	2286	1	2286	24444	26729	34884	2286	4061	tid|817|NZ_QSOR01000020.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_9620	0.000E+00	99.700	0.997	0	7	1.000	0.041	1	2278	2278	42770	45047	55971	2278	4056	tid|47678|NZ_QSUJ01000032.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_10500	3.368E-263	87.800	0.878	0	86	0.335	0.020	1248	524	2163	31509	32217	35791	725	916	tid|1531|NZ_QVEN01000026.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster clostridioformis
contig_10530	0.000E+00	99.400	0.994	0	9	1.000	0.010	1462	1	1462	102248	103709	139746	1462	2585	tid|2292929|NZ_QTLX01000009.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF32-15BH
contig_10591	1.489E-118	71.100	0.711	0	269	0.434	0.003	937	5	2151	134947	135879	372302	933	436	tid|2292375|NZ_QSTT01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. OM06-36AC
contig_10620	4.781E-132	68.800	0.688	0	387	0.578	0.029	1824	583	2147	15728	16972	42312	1245	481	tid|1535|NZ_QRTC01000020.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified Ruminococcaceae genus	[Clostridium] leptum
contig_13627	0.000E+00	79.300	0.793	0	375	0.978	0.039	33	1847	1856	24084	25898	46441	1815	1550	tid|1505|NZ_QSBE01000011.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
contig_13656	2.351E-33	75.400	0.754	0	58	0.128	0.007	1854	1617	1854	12208	12445	33964	238	153	tid|2292372|NZ_QUIO01000044.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM42-11
contig_13685	0.000E+00	97.000	0.970	0	55	0.984	0.018	31	1852	1852	66076	67897	102185	1822	3028	tid|2293216|NZ_QTXU01000007.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM43-6
contig_1941	0.000E+00	99.600	0.996	0	3	0.017	0.003	34782	35580	45976	477	1275	303357	799	1420	tid|46503|NZ_QSTY01000001.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
contig_19468	3.638E-121	76.400	0.764	0	141	0.390	0.005	628	29	1537	108493	109097	117299	605	444	tid|2293107|NZ_QUDZ01000008.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. AF34-35BH
contig_19498	0.000E+00	93.600	0.936	0	77	0.783	0.200	1530	329	1536	4803	6005	6029	1203	1807	tid|2293053|NZ_QUKJ01000017.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. TF11-13AC
contig_19556	0.000E+00	99.800	0.998	0	3	1.000	0.010	1	1534	1534	57974	59507	152858	1534	2736	tid|2292952|NZ_QTNE01000012.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM41-16
contig_19588	9.259E-21	75.700	0.757	0	39	0.106	0.257	153	315	1532	478	642	643	165	111	tid|239364|CC820837.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_19618	0.000E+00	97.700	0.977	0	35	1.000	0.018	1531	1	1531	1318	2850	86463	1533	2593	tid|2293179|NZ_QTVD01000010.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF37-3AC
contig_4645	2.660E-61	81.200	0.812	0	50	0.062	0.001	121	385	4241	252634	252898	366739	265	247	tid|2293174|NZ_QTVN01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF31-8BH
contig_46536	0.000E+00	99.600	0.996	0	4	1.000	0.003	1	1013	1013	85461	86473	292494	1013	1798	tid|2293122|NZ_QTNC01000004.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. AM44-16
contig_46565	0.000E+00	94.900	0.949	0	52	0.994	0.029	1	1013	1019	23806	24818	35213	1013	1588	tid|2302957|NZ_QVGZ01000016.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp. AM43-5AT
contig_46594	0.000E+00	96.000	0.960	0	39	0.961	0.011	989	11	1019	73911	74889	91457	979	1581	tid|28116|NZ_QSWC01000029.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
contig_46622	0.000E+00	99.900	0.999	0	1	0.994	0.007	1014	3	1018	37803	38814	150805	1012	1810	tid|2292913|NZ_QTMU01000011.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF04-22
contig_46651	0.000E+00	100.000	1.000	0	0	1.000	0.085	1	1018	1018	5122	6139	11997	1018	1825	tid|239364|MK231549.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_27830	1.769E-29	66.900	0.669	0	152	0.357	0.011	1231	773	1287	38997	39455	40273	459	139	tid|2302963|NZ_QVHL01000025.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. TF05-17AC
contig_27889	0.000E+00	99.500	0.995	0	6	0.995	0.016	1285	8	1285	11350	12628	78720	1279	2263	tid|2292929|NZ_QTLX01000027.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF32-15BH
contig_27917	0.000E+00	92.300	0.923	0	86	0.865	0.010	57	1168	1285	531	1643	115936	1113	1578	tid|2293016|NZ_QUDR01000008.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF37-5
contig_27946	0.000E+00	98.800	0.988	0	12	1.000	0.050	1035	1	1035	8381	9415	20633	1035	1802	tid|2292942|NZ_QTLF01000051.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM23-12
contig_27975	0.000E+00	96.900	0.969	0	36	0.907	0.037	1266	119	1266	3503	4654	30868	1152	1885	tid|61171|NZ_QRUP01000033.1	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
contig_28002	0.000E+00	96.000	0.960	0	51	1.000	0.010	1283	1	1283	25847	27129	133108	1283	2072	tid|165179|NZ_QSSA01000008.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_28031	1.215E-102	90.900	0.909	0	25	0.215	0.015	294	20	1282	11062	11336	17751	275	382	tid|239364|MK232835.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_28060	2.253E-75	70.500	0.705	0	183	0.486	0.001	640	1262	1281	121874	122502	534031	629	292	tid|2292942|NZ_QTLF01000001.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM23-12
contig_2809	8.299E-87	72.800	0.728	0	160	0.049	0.015	514	1105	12191	12250	12838	38867	592	333	tid|1916173|KY065474.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified Siphoviridae genus	Streptococcus phage IPP34
contig_43504	0.000E+00	99.800	0.998	0	1	0.651	0.243	1044	365	1044	833	1512	2797	680	1215	tid|360807|NZ_QRTF01000081.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
contig_43562	0.000E+00	99.200	0.992	0	8	1.000	0.020	1	1045	1045	17860	18904	53124	1045	1838	tid|2293035|NZ_QUFB01000017.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM49-4BH
contig_43591	0.000E+00	99.800	0.998	0	2	0.989	0.017	1034	1	1045	53782	54814	59651	1034	1841	tid|2302926|NZ_QVMA01000038.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM56-10ce
contig_4362	0.000E+00	96.300	0.963	0	142	0.828	0.026	3852	1	4651	44218	48073	146496	3856	6282	tid|37734|NZ_QRJU01000008.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus
contig_43649	0.000E+00	97.900	0.979	0	21	0.959	0.191	19	1020	1045	1806	2807	5251	1002	1703	tid|2292911|NZ_QTUQ01000016.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. AM16-43
contig_43678	1.534E-275	83.600	0.836	0	149	0.869	0.012	914	8	1044	46906	47820	77243	915	955	tid|2293109|NZ_QTVP01000011.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp. OF04-11AC
contig_4835	0.000E+00	95.100	0.951	0	195	0.995	0.937	12	4001	4011	29	4019	4261	3991	6288	tid|11987|LC314587.1	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Gammacarmovirus	Melon necrotic spot virus
contig_4838	0.000E+00	83.300	0.833	0	522	0.781	0.008	877	4005	4005	90001	93136	372302	3136	3263	tid|2292375|NZ_QSTT01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. OM06-36AC
contig_48413	3.960E-27	74.300	0.743	0	56	0.034	0.000	3605	3389	6438	215239	215455	622059	217	134	tid|2292928|NZ_QTLY01000002.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF29-11
contig_48443	0.000E+00	99.800	0.998	0	5	1.000	0.021	2560	1	2560	106484	109043	122557	2560	4566	tid|823|NZ_QSQS01000016.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
contig_48479	0.000E+00	98.700	0.987	0	73	0.997	0.030	1	5588	5603	71061	76650	188796	5590	9696	tid|165179|NZ_QSSA01000002.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_48507	0.000E+00	93.600	0.936	0	152	0.191	0.024	10042	12418	12418	10116	12498	97419	2383	3653	tid|2292365|NZ_QSQJ01000008.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. TF12-30
contig_48539	7.113E-259	71.600	0.716	0	494	0.024	0.006	71510	69764	73536	116115	117855	291420	1747	904	tid|2292298|NZ_QUMC01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus sp. OF10-2
contig_18243	0.000E+00	94.500	0.945	0	79	0.912	0.275	1478	37	1582	3707	5150	5251	1444	2228	tid|2292911|NZ_QTUQ01000016.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. AM16-43
contig_18273	8.860E-265	73.600	0.736	0	402	0.962	0.017	45	1570	1587	73419	74941	87625	1526	921	tid|1547|NZ_QUSJ01000014.1	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
contig_18304	0.000E+00	97.900	0.979	0	28	0.836	0.007	1327	1	1588	44781	46094	196259	1327	2229	tid|2302966|NZ_QVHG01000006.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium TM07-2AC
contig_12498	0.000E+00	98.200	0.982	0	35	0.990	0.005	20	1952	1952	50608	52540	422357	1933	3312	tid|2293206|NZ_QTYD01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM34-10LB
contig_12528	0.000E+00	98.100	0.981	0	36	0.985	0.372	1	1918	1948	2739	4657	5163	1919	3279	tid|2293139|NZ_QTZK01000019.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. OM03-18
contig_12557	0.000E+00	99.800	0.998	0	4	1.000	0.005	1	1944	1944	90520	92463	372302	1944	3471	tid|2292375|NZ_QSTT01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. OM06-36AC
contig_12586	0.000E+00	98.700	0.987	0	25	1.000	0.102	1	1942	1942	4376	6318	19089	1943	3367	tid|2292956|NZ_QTMY01000118.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CF01-10NS
contig_12615	1.624E-222	70.100	0.701	0	537	0.928	0.022	1880	81	1939	20673	22469	80488	1800	781	tid|2292273|NZ_QUME01000018.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium OF09-33XD
contig_12644	0.000E+00	94.900	0.949	0	99	1.000	0.013	1	1937	1937	105885	107821	145536	1937	3037	tid|2292352|NZ_QSTA01000004.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. OM08-24
contig_12673	0.000E+00	100.000	1.000	0	0	0.993	0.015	1	1921	1934	77779	79699	127259	1921	3443	tid|2302925|NZ_QVLZ01000019.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF32-8BH
contig_21399	0.000E+00	99.900	0.999	0	1	0.760	0.004	1114	1	1465	100001	101114	302615	1114	1993	tid|817|NZ_QSOR01000007.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
contig_21427	0.000E+00	98.800	0.988	0	17	0.980	0.011	30	1464	1464	92026	93460	125269	1435	2496	tid|2302926|NZ_QVMA01000009.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM56-10ce
contig_21456	2.024E-161	92.200	0.922	0	31	0.273	0.006	586	188	1463	20015	20413	64961	399	578	tid|2293149|NZ_QTXD01000015.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AF16-50
contig_24049	0.000E+00	98.700	0.987	0	17	0.959	0.194	1326	1	1382	1642	2967	6824	1326	2301	tid|239364|MK231528.1	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	unclassified Viruses family	unclassified Viruses genus	uncultured human fecal virus
contig_24078	0.000E+00	98.700	0.987	0	18	1.000	0.005	1	1381	1381	223966	225346	260702	1381	2400	tid|2293243|NZ_QTYU01000004.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. TF12-2
contig_24106	0.000E+00	97.300	0.973	0	37	0.990	0.036	1	1366	1380	30096	31461	37436	1366	2288	tid|29348|NZ_QSVF01000023.1	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] spiroforme
contig_24135	1.245E-180	72.300	0.723	0	323	0.848	0.004	13	1181	1379	131383	132549	282967	1169	641	tid|291644|NZ_QSKZ01000008.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae
contig_24164	0.000E+00	97.000	0.970	0	38	0.935	0.247	1283	1	1372	147	1429	5196	1283	2114	tid|1535|NZ_QRTC01000090.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified Ruminococcaceae genus	[Clostridium] leptum
contig_24193	0.000E+00	85.200	0.852	0	203	0.999	0.013	1378	2	1378	44984	46356	107183	1377	1554	tid|165179|NZ_QSSA01000011.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_29454	4.476E-189	99.200	0.992	0	3	0.305	0.011	382	1	1252	7283	7663	34708	382	669	tid|53345|NZ_QSAN01000030.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
contig_29483	0.000E+00	99.600	0.996	0	4	0.743	0.004	1	930	1251	99071	100000	236526	930	1654	tid|2292308|NZ_QUEP01000006.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. OF03-18AA
contig_29511	0.000E+00	96.100	0.961	0	48	0.994	0.264	9	1250	1250	3066	4300	4685	1242	2015	tid|165179|NZ_QSSA01000063.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
contig_38886	0.000E+00	93.100	0.931	0	75	0.998	0.077	1	1094	1096	5254	6347	14235	1094	1627	tid|2292940|NZ_QTLG01000044.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AM18-9
contig_38914	0.000E+00	99.000	0.990	0	11	0.996	0.014	1092	1	1096	28499	29590	76269	1092	1913	tid|2292375|NZ_QSTT01000010.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. OM06-36AC
contig_38943	0.000E+00	96.900	0.969	0	32	0.954	0.007	1097	52	1097	7412	8455	144322	1046	1724	tid|33945|NZ_QSCV01000004.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium
contig_38972	0.000E+00	88.000	0.880	0	120	0.914	0.001	93	1093	1095	1030001	1030998	1046400	1001	1261	tid|169435|NZ_QVME01000001.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
contig_3900	0.000E+00	98.700	0.987	0	71	0.994	0.014	1	5465	5496	343785	349240	402883	5465	9483	tid|2293203|NZ_QTYF01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM31-32
contig_39029	0.000E+00	99.800	0.998	0	1	0.619	0.004	408	1085	1095	30001	30678	188162	678	1212	tid|47678|NZ_QSUJ01000003.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_39058	0.000E+00	99.900	0.999	0	1	1.000	0.014	1	1095	1095	13782	14876	78415	1095	1959	tid|2292936|NZ_QTLN01000023.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. AF39-16AC
contig_45431	3.703E-27	70.600	0.706	0	87	0.291	0.005	527	229	1026	10245	10542	55732	299	131	tid|2170413|MH539650.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified Siphoviridae genus	Siphoviridae sp.
contig_45460	7.283E-308	83.100	0.831	0	170	0.978	0.005	13	1017	1028	155123	156148	194105	1026	1061	tid|2293209|NZ_QTYC01000004.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM36-18
contig_4549	1.055E-65	76.400	0.764	0	83	0.177	0.008	374	725	1990	12773	13124	43790	352	260	tid|2548100|MK448902.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified Myoviridae genus	Streptococcus phage Javan308
contig_4514	1.273E-219	77.200	0.772	0	230	0.228	0.006	2	1012	4430	137865	138878	160564	1014	773	tid|2293221|NZ_QTXT01000002.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM47-2BH
contig_45169	0.000E+00	94.400	0.944	0	49	0.843	0.012	7	880	1037	67877	68751	70307	875	1346	tid|1492|NZ_QRUG01000024.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum
contig_45198	0.000E+00	99.300	0.993	0	7	0.960	0.004	18	1005	1029	70921	71908	265264	988	1745	tid|2293123|NZ_QTMX01000005.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. OF01-14
contig_45255	0.000E+00	98.700	0.987	0	13	0.987	0.013	1017	1	1030	45447	46471	78449	1025	1781	tid|47678|NZ_QSUJ01000021.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
contig_45284	2.668E-133	82.000	0.820	0	88	0.475	0.008	16	504	1029	20933	21421	59961	489	483	tid|2293022|NZ_QUDC01000015.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM09-51
contig_7678	8.252E-127	75.100	0.751	0	170	0.257	0.005	2638	1956	2655	55251	55933	133793	683	464	tid|2292308|NZ_QUEP01000009.1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. OF03-18AA
