Row.names,phrog,function,product
virus_comp_1260_cycle_2_13,No_PHROG,unknown function,hypothetical protein
virus_comp_1260_cycle_2_14,1907,DNA, RNA and nucleotide metabolism,DNA polymerase
virus_comp_1260_cycle_2_15,1907,DNA, RNA and nucleotide metabolism,DNA polymerase
virus_comp_1260_cycle_2_16,No_PHROG,unknown function,hypothetical protein
virus_comp_1260_cycle_2_17,No_PHROG,unknown function,hypothetical protein
virus_comp_1260_cycle_2_19,538,tail,minor tail protein
virus_comp_1260_cycle_2_2,No_PHROG,unknown function,hypothetical protein
virus_comp_1260_cycle_2_20,No_PHROG,unknown function,hypothetical protein
virus_comp_1260_cycle_2_21,No_PHROG,unknown function,hypothetical protein
virus_comp_1260_cycle_2_3,2038,connector,upper collar connector
virus_comp_1260_cycle_2_4,2248,tail,tail protein
virus_comp_1260_cycle_2_9,No_PHROG,unknown function,hypothetical protein
virus_comp_12691_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_12691_cycle_1_3,10,head and packaging,major head protein
virus_comp_1299_cycle_2_1,No_PHROG,unknown function,hypothetical protein
virus_comp_13_cycle_1_1,3332,connector,head-tail adaptor
virus_comp_13_cycle_1_2,78,connector,tail terminator
virus_comp_1310_cycle_1_3,864,DNA, RNA and nucleotide metabolism,DNA primase
virus_comp_1310_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_1314_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_13158_cycle_1_2,80,head and packaging,head maturation protease
virus_comp_13172_cycle_1_3,1429,head and packaging,virion structural protein
virus_comp_13172_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_13387_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_1340_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_1342_cycle_1_10,1633,unknown function,hypothetical protein
virus_comp_1342_cycle_1_11,1526,unknown function,hypothetical protein
virus_comp_1342_cycle_1_18,233,head and packaging,head scaffolding protein
virus_comp_1342_cycle_1_20,9,head and packaging,terminase large subunit
virus_comp_1342_cycle_1_22,No_PHROG,unknown function,hypothetical protein
virus_comp_135_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_135_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_135_cycle_1_6,1238,moron, auxiliary metabolic gene and host takeover,phosphoheptose isomerase
virus_comp_1364_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_138_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_138_cycle_1_2,37651,head and packaging,virion structural protein
virus_comp_1390_cycle_1_19,No_PHROG,unknown function,hypothetical protein
virus_comp_13909_cycle_1_1,9,head and packaging,terminase large subunit
virus_comp_1420_cycle_1_1,25337,tail,tail length tape measure protein
virus_comp_1420_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_14204_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_1430_cycle_1_20,16725,unknown function,hypothetical protein
virus_comp_14463_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_14463_cycle_1_2,11589,head and packaging,major head protein
virus_comp_14513_cycle_1_1,2,head and packaging,terminase large subunit
virus_comp_14666_cycle_1_1,5,connector,tail completion or Neck1 protein
virus_comp_14666_cycle_1_2,939,head and packaging,head protein
virus_comp_14666_cycle_1_3,749,unknown function,hypothetical protein
virus_comp_1470_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_14703_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_14703_cycle_1_2,12,head and packaging,portal protein
virus_comp_14703_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_148_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_14858_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_14963_cycle_1_1,2494,head and packaging,minor head protein
virus_comp_14963_cycle_1_2,9,head and packaging,terminase large subunit
virus_comp_150_cycle_1_122,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_143,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_147,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_151,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_155,298,DNA, RNA and nucleotide metabolism,exonuclease
virus_comp_150_cycle_1_156,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_196,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_24,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_41,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_44,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_49,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_65,No_PHROG,unknown function,hypothetical protein
virus_comp_150_cycle_1_78,66,integration and excision,excisionase and transcriptional regulator
virus_comp_150_cycle_1_81,34036,head and packaging,virion structural protein
virus_comp_1505_cycle_1_4,34731,unknown function,hypothetical protein
virus_comp_1505_cycle_1_5,29211,unknown function,hypothetical protein
virus_comp_15100_cycle_1_1,14985,head and packaging,virion structural protein
virus_comp_1517_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_1518_cycle_1_21,16983,unknown function,hypothetical protein
virus_comp_1518_cycle_1_23,No_PHROG,unknown function,hypothetical protein
virus_comp_152_cycle_1_2,5429,DNA, RNA and nucleotide metabolism,DNA repair protein
virus_comp_152_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_152_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_152_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_152_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_152_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_15228_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_15228_cycle_1_2,7,lysis,endolysin
virus_comp_15228_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_15234_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_1545_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_100,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_101,69,DNA, RNA and nucleotide metabolism,exonuclease
virus_comp_155_cycle_1_102,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_103,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_104,200,other,lipoprotein
virus_comp_155_cycle_1_105,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_106,5934,moron, auxiliary metabolic gene and host takeover,acyl carrier protein
virus_comp_155_cycle_1_107,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_109,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_110,37407,DNA, RNA and nucleotide metabolism,DnaB-like replicative helicase
virus_comp_155_cycle_1_111,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_112,1934,unknown function,hypothetical protein
virus_comp_155_cycle_1_114,4019,unknown function,hypothetical protein
virus_comp_155_cycle_1_115,47,DNA, RNA and nucleotide metabolism,DNA primase
virus_comp_155_cycle_1_120,144,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_155_cycle_1_121,19572,unknown function,hypothetical protein
virus_comp_155_cycle_1_124,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_125,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_131,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_132,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_135,293,moron, auxiliary metabolic gene and host takeover,ABC transporter
virus_comp_155_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_140,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_151,7247,unknown function,hypothetical protein
virus_comp_155_cycle_1_152,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_153,17696,unknown function,hypothetical protein
virus_comp_155_cycle_1_154,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_155,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_156,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_157,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_158,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_162,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_163,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_165,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_169,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_17,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_171,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_173,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_174,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_176,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_18,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_19,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_190,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_191,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_20,5073,tail,tail fiber protein
virus_comp_155_cycle_1_205,acr,moron, auxiliary metabolic gene and host takeover,anti-CRISPR protein
virus_comp_155_cycle_1_207,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_208,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_21,1289,head and packaging,portal protein
virus_comp_155_cycle_1_211,18474,other,hydrolase
virus_comp_155_cycle_1_212,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_213,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_214,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_38,538,tail,minor tail protein
virus_comp_155_cycle_1_39,28177,unknown function,hypothetical protein
virus_comp_155_cycle_1_41,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_42,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_43,66,integration and excision,excisionase and transcriptional regulator
virus_comp_155_cycle_1_45,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_47,34036,head and packaging,virion structural protein
virus_comp_155_cycle_1_48,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_49,24956,unknown function,hypothetical protein
virus_comp_155_cycle_1_52,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_54,37948,head and packaging,virion structural protein
virus_comp_155_cycle_1_57,1365,unknown function,hypothetical protein
virus_comp_155_cycle_1_58,7,lysis,endolysin
virus_comp_155_cycle_1_59,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_60,36695,head and packaging,virion structural protein
virus_comp_155_cycle_1_61,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_62,32131,head and packaging,virion structural protein
virus_comp_155_cycle_1_63,5062,tail,tail length tape measure protein
virus_comp_155_cycle_1_64,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_65,29175,head and packaging,virion structural protein
virus_comp_155_cycle_1_67,518,transcription regulation,Rha-like transcriptional regulator
virus_comp_155_cycle_1_68,16490,unknown function,hypothetical protein
virus_comp_155_cycle_1_70,28898,unknown function,hypothetical protein
virus_comp_155_cycle_1_71,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_76,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_77,acr,moron, auxiliary metabolic gene and host takeover,anti-CRISPR protein
virus_comp_155_cycle_1_78,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_79,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_81,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_82,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_83,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_84,1272,tail,tail length tape measure protein
virus_comp_155_cycle_1_89,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_90,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_92,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_1_97,16,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_155_cycle_1_98,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_1,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_10,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_103,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_104,5934,moron, auxiliary metabolic gene and host takeover,acyl carrier protein
virus_comp_155_cycle_2_105,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_107,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_108,37407,DNA, RNA and nucleotide metabolism,DnaB-like replicative helicase
virus_comp_155_cycle_2_11,32037,unknown function,hypothetical protein
virus_comp_155_cycle_2_110,1934,unknown function,hypothetical protein
virus_comp_155_cycle_2_111,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_112,4019,unknown function,hypothetical protein
virus_comp_155_cycle_2_113,47,DNA, RNA and nucleotide metabolism,DNA primase
virus_comp_155_cycle_2_114,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_115,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_117,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_118,144,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_155_cycle_2_12,26246,tail,tail protein
virus_comp_155_cycle_2_122,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_126,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_128,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_144,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_145,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_147,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_149,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_150,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_151,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_152,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_154,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_155,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_156,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_157,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_158,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_163,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_190,10089,moron, auxiliary metabolic gene and host takeover,DarB-like antirestriction
virus_comp_155_cycle_2_191,2514,DNA, RNA and nucleotide metabolism,DnaD-like helicase loader
virus_comp_155_cycle_2_192,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_193,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_194,18474,other,hydrolase
virus_comp_155_cycle_2_197,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_2,6681,head and packaging,terminase large subunit
virus_comp_155_cycle_2_22,894,lysis,endolysin
virus_comp_155_cycle_2_23,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_24,26448,unknown function,hypothetical protein
virus_comp_155_cycle_2_25,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_26,31752,head and packaging,virion structural protein
virus_comp_155_cycle_2_27,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_28,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_29,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_3,6681,head and packaging,terminase large subunit
virus_comp_155_cycle_2_30,38537,tail,tail fiber protein
virus_comp_155_cycle_2_31,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_32,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_33,1423,DNA, RNA and nucleotide metabolism,Reverse transcriptase
virus_comp_155_cycle_2_34,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_35,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_36,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_37,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_38,1407,tail,major tail protein
virus_comp_155_cycle_2_39,38537,tail,tail fiber protein
virus_comp_155_cycle_2_4,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_41,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_42,66,integration and excision,excisionase and transcriptional regulator
virus_comp_155_cycle_2_43,9863,head and packaging,virion structural protein
virus_comp_155_cycle_2_46,34036,head and packaging,virion structural protein
virus_comp_155_cycle_2_47,24956,unknown function,hypothetical protein
virus_comp_155_cycle_2_5,6547,head and packaging,portal protein
virus_comp_155_cycle_2_50,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_56,1365,unknown function,hypothetical protein
virus_comp_155_cycle_2_6,9013,head and packaging,head scaffolding protein
virus_comp_155_cycle_2_60,36695,head and packaging,virion structural protein
virus_comp_155_cycle_2_65,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_67,16490,unknown function,hypothetical protein
virus_comp_155_cycle_2_68,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_69,28898,unknown function,hypothetical protein
virus_comp_155_cycle_2_7,35737,head and packaging,virion structural protein
virus_comp_155_cycle_2_70,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_71,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_72,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_73,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_74,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_77,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_8,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_87,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_9,29507,head and packaging,virion structural protein
virus_comp_155_cycle_2_90,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_95,4068,unknown function,hypothetical protein
virus_comp_155_cycle_2_97,No_PHROG,unknown function,hypothetical protein
virus_comp_155_cycle_2_98,No_PHROG,unknown function,hypothetical protein
virus_comp_1559_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_1559_cycle_1_16,No_PHROG,unknown function,hypothetical protein
virus_comp_156_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_156_cycle_1_2,31752,head and packaging,virion structural protein
virus_comp_1562_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_1562_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_1562_cycle_1_8,2967,transcription regulation,transcriptional regulator
virus_comp_1562_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_158_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_158_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_158_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_15854_cycle_1_4,463,transcription regulation,anti-repressor
virus_comp_1589_cycle_1_10,30532,tail,tail protein
virus_comp_159_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_1597_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_160_cycle_1_1,6547,head and packaging,portal protein
virus_comp_1611_cycle_1_13,424,moron, auxiliary metabolic gene and host takeover,phosphoadenosine phosphosulfate reductase
virus_comp_1611_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_1611_cycle_1_18,No_PHROG,unknown function,hypothetical protein
virus_comp_1613_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_1613_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_16214_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_16215_cycle_1_1,9,head and packaging,terminase large subunit
virus_comp_163_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_13,5429,DNA, RNA and nucleotide metabolism,DNA repair protein
virus_comp_163_cycle_1_19,4771,other,DHH phosphoesterase
virus_comp_163_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_23,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_25,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_27,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_163_cycle_1_8,3724,unknown function,hypothetical protein
virus_comp_163_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_16335_cycle_1_2,33,tail,distal tail protein Dit
virus_comp_164_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_10,135,DNA, RNA and nucleotide metabolism,dUTPase
virus_comp_164_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_12,5429,DNA, RNA and nucleotide metabolism,DNA repair protein
virus_comp_164_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_18,4771,other,DHH phosphoesterase
virus_comp_164_cycle_1_19,4771,other,DHH phosphoesterase
virus_comp_164_cycle_1_2,160,DNA, RNA and nucleotide metabolism,thymidylate synthase
virus_comp_164_cycle_1_23,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_26,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_28,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_164_cycle_1_6,1770,DNA, RNA and nucleotide metabolism,Holliday junction resolvase
virus_comp_164_cycle_1_7,947,DNA, RNA and nucleotide metabolism,DNA polymerase processivity factor
virus_comp_164_cycle_1_8,3724,unknown function,hypothetical protein
virus_comp_164_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_16495_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_1660_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_1660_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_1660_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_16658_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_16658_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_16662_cycle_1_3,309,head and packaging,terminase small subunit
virus_comp_16692_cycle_1_1,1,integration and excision,integrase
virus_comp_16692_cycle_1_3,20838,head and packaging,head fiber protein
virus_comp_167_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_167_cycle_1_2,18474,other,hydrolase
virus_comp_167_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_167_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_167_cycle_1_7,30356,DNA, RNA and nucleotide metabolism,helicase
virus_comp_16893_cycle_1_1,9,head and packaging,terminase large subunit
virus_comp_16893_cycle_1_2,12,head and packaging,portal protein
virus_comp_169_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_11,947,DNA, RNA and nucleotide metabolism,DNA polymerase processivity factor
virus_comp_169_cycle_1_12,947,DNA, RNA and nucleotide metabolism,DNA polymerase processivity factor
virus_comp_169_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_3,16701,other,peptidase
virus_comp_169_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_7,135,DNA, RNA and nucleotide metabolism,dUTPase
virus_comp_169_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_169_cycle_1_9,6015,DNA, RNA and nucleotide metabolism,single strand DNA binding protein
virus_comp_1706_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17169_cycle_1_1,64,head and packaging,portal protein
virus_comp_1727_cycle_1_2,4542,tail,tail tube protein
virus_comp_17296_cycle_1_1,9,head and packaging,terminase large subunit
virus_comp_17296_cycle_1_2,12,head and packaging,portal protein
virus_comp_174_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_174_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_174_cycle_1_3,24956,unknown function,hypothetical protein
virus_comp_174_cycle_1_4,34036,head and packaging,virion structural protein
virus_comp_1740_cycle_1_10,1449,unknown function,hypothetical protein
virus_comp_17732_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17772_cycle_1_1,2152,unknown function,hypothetical protein
virus_comp_17772_cycle_1_11,26488,unknown function,hypothetical protein
virus_comp_17772_cycle_1_2,21980,unknown function,hypothetical protein
virus_comp_17772_cycle_1_3,21980,unknown function,hypothetical protein
virus_comp_17772_cycle_1_4,10740,unknown function,hypothetical protein
virus_comp_17772_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_17772_cycle_1_8,18243,unknown function,hypothetical protein
virus_comp_17776_cycle_1_1,31,tail,central tail fiber J
virus_comp_17776_cycle_1_2,873,head and packaging,endolysin
virus_comp_17776_cycle_1_3,20732,unknown function,hypothetical protein
virus_comp_17776_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_17776_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_17777_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17782_cycle_1_2,7021,unknown function,hypothetical protein
virus_comp_17782_cycle_1_3,4247,head and packaging,virion structural protein
virus_comp_17785_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_17787_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17787_cycle_1_2,2839,tail,tail sheath
virus_comp_17787_cycle_1_3,32322,unknown function,hypothetical protein
virus_comp_17787_cycle_1_4,1084,unknown function,unknown function
virus_comp_17787_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_17789_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_17789_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_17789_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_17789_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_17792_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17794_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17794_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_17794_cycle_1_4,6468,tail,tail fiber protein; host specificity
virus_comp_17794_cycle_1_5,6468,tail,tail fiber protein; host specificity
virus_comp_17798_cycle_1_1,4646,integration and excision,transposase
virus_comp_17808_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_17808_cycle_1_2,5302,tail,tail protein
