virus_comp_2864_cycle_1	10841	family	Microviridae	20	12	12	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2865_cycle_1	2832643	species	Caudoviricetes sp.	8	7	6	0.810	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_2868_cycle_1	2832643	species	Caudoviricetes sp.	10	10	10	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_2872_cycle_1	2731619	class	Caudoviricetes	10	9	5	0.500	10239;2731341;2731360;2731618;2731619
virus_comp_1191_cycle_1	2832643	species	Caudoviricetes sp.	25	18	16	0.930	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1193_cycle_1	2832643	species	Caudoviricetes sp.	21	16	9	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1195_cycle_1	10239	superkingdom	Viruses	16	12	12	1.000	10239
virus_comp_1196_cycle_1	2832643	species	Caudoviricetes sp.	10	7	4	0.650	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1198_cycle_1	10239	superkingdom	Viruses	24	21	21	1.000	10239
virus_comp_1199_cycle_1	1	no rank	root	7	6	6	1.000	1
virus_comp_1200_cycle_1	2788787	no rank	unclassified Caudoviricetes	3	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787
virus_comp_1201_cycle_1	2832643	species	Caudoviricetes sp.	21	16	16	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1203_cycle_1	2832643	species	Caudoviricetes sp.	27	22	15	0.610	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1205_cycle_1	1	no rank	root	49	36	36	1.000	1
virus_comp_634_cycle_1	1	no rank	root	131	88	88	1.000	1
virus_comp_636_cycle_1	1	no rank	root	116	88	88	1.000	1
virus_comp_637_cycle_1	10239	superkingdom	Viruses	7	5	2	0.640	10239
virus_comp_638_cycle_1	10239	superkingdom	Viruses	10	7	4	0.780	10239
virus_comp_640_cycle_1	38018	species	Bacteriophage sp.	2	2	1	0.500	10239;12333;38018
virus_comp_645_cycle_1	10239	superkingdom	Viruses	34	26	22	0.890	10239
virus_comp_647_cycle_1	10239	superkingdom	Viruses	11	10	10	1.000	10239
virus_comp_648_cycle_1	10239	superkingdom	Viruses	26	16	15	0.900	10239
virus_comp_650_cycle_1	2788787	no rank	unclassified Caudoviricetes	91	73	56	0.740	10239;2731341;2731360;2731618;2731619;2788787
virus_comp_651_cycle_1	1	no rank	root	113	72	72	1.000	1
virus_comp_7484_cycle_1	1	no rank	root	3	1	1	1.000	1
virus_comp_7489_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_7494_cycle_1	1	no rank	root	8	6	6	1.000	1
virus_comp_7506_cycle_1	2202644	species	Microviridae sp.	6	3	2	0.980	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_7507_cycle_1	1	no rank	root	5	4	4	1.000	1
virus_comp_7514_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_7540_cycle_1	2832643	species	Caudoviricetes sp.	5	5	3	0.510	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_7541_cycle_1	2832643	species	Caudoviricetes sp.	4	3	2	0.670	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_7546_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_7551_cycle_1	1	no rank	root	7	4	4	1.000	1
virus_comp_16362_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16363_cycle_1	1	no rank	root	2	2	2	1.000	1
virus_comp_16373_cycle_1	1	no rank	root	4	2	2	1.000	1
virus_comp_16381_cycle_1	1623305	genus	Skunavirus	3	3	2	0.510	10239;2731341;2731360;2731618;2731619;1623305
virus_comp_16384_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16393_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_16399_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_16417_cycle_1	0	no rank	unclassified	1	0	0	0.000	
virus_comp_16427_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_16432_cycle_1	2832643	species	Caudoviricetes sp.	2	2	2	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16692_cycle_1	2832643	species	Caudoviricetes sp.	4	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16701_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16704_cycle_1	1	no rank	root	3	2	2	1.000	1
virus_comp_16715_cycle_1	2832643	species	Caudoviricetes sp.	2	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16717_cycle_1	1	no rank	root	3	2	2	1.000	1
virus_comp_16720_cycle_1	1	no rank	root	6	3	3	1.000	1
virus_comp_16721_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_16724_cycle_1	1	no rank	root	7	3	3	1.000	1
virus_comp_16743_cycle_1	2832643	species	Caudoviricetes sp.	5	3	3	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_16744_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17243_cycle_1	2832643	species	Caudoviricetes sp.	1	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17246_cycle_1	2832643	species	Caudoviricetes sp.	3	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17247_cycle_1	2202644	species	Microviridae sp.	8	5	3	0.860	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_17253_cycle_1	38018	species	Bacteriophage sp.	2	1	1	1.000	10239;12333;38018
virus_comp_17258_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_17288_cycle_1	1	no rank	root	3	2	2	1.000	1
virus_comp_17289_cycle_1	1	no rank	root	3	2	2	1.000	1
virus_comp_17290_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_17292_cycle_1	2826681	species	Myoviridae sp. ctgXL3	3	1	1	1.000	10239;2731341;2731360;2731618;2731619;2788787;2826681
virus_comp_17296_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_17782_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_17783_cycle_1	1	no rank	root	9	5	5	1.000	1
virus_comp_17784_cycle_1	1	no rank	root	20	14	14	1.000	1
virus_comp_17785_cycle_1	1	no rank	root	22	9	9	1.000	1
virus_comp_17786_cycle_1	1	no rank	root	3	1	1	1.000	1
virus_comp_17787_cycle_1	1	no rank	root	24	19	19	1.000	1
virus_comp_17789_cycle_1	1	no rank	root	20	14	14	1.000	1
virus_comp_17792_cycle_1	2832643	species	Caudoviricetes sp.	25	18	17	0.990	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17794_cycle_1	1	no rank	root	7	4	4	1.000	1
virus_comp_17796_cycle_1	1	no rank	root	14	12	12	1.000	1
virus_comp_17836_cycle_1	38018	species	Bacteriophage sp.	7	6	4	0.610	10239;12333;38018
virus_comp_17837_cycle_1	10239	superkingdom	Viruses	16	12	7	0.660	10239
virus_comp_17838_cycle_1	2832643	species	Caudoviricetes sp.	93	78	77	0.980	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17839_cycle_1	1	no rank	root	82	58	58	1.000	1
virus_comp_17840_cycle_1	2832643	species	Caudoviricetes sp.	115	85	77	0.910	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17841_cycle_1	2832643	species	Caudoviricetes sp.	88	70	69	0.980	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17842_cycle_1	2832643	species	Caudoviricetes sp.	22	17	17	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17843_cycle_1	10239	superkingdom	Viruses	120	79	74	0.980	10239
virus_comp_17844_cycle_1	2832643	species	Caudoviricetes sp.	23	15	14	0.990	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17845_cycle_1	2832643	species	Caudoviricetes sp.	24	14	8	0.690	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17895_cycle_1	2832643	species	Caudoviricetes sp.	46	27	22	0.920	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17896_cycle_1	10239	superkingdom	Viruses	16	11	10	0.860	10239
virus_comp_17898_cycle_1	1	no rank	root	7	5	5	1.000	1
virus_comp_17899_cycle_1	2788787	no rank	unclassified Caudoviricetes	14	8	6	0.620	10239;2731341;2731360;2731618;2731619;2788787
virus_comp_17900_cycle_1	1	no rank	root	33	23	23	1.000	1
virus_comp_17901_cycle_1	10239	superkingdom	Viruses	26	15	9	0.510	10239
virus_comp_17902_cycle_1	1	no rank	root	52	37	37	1.000	1
virus_comp_17903_cycle_1	2832643	species	Caudoviricetes sp.	57	40	38	0.940	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17904_cycle_1	2832643	species	Caudoviricetes sp.	2	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17906_cycle_1	1	no rank	root	88	73	73	1.000	1
virus_comp_17952_cycle_1	1	no rank	root	7	7	7	1.000	1
virus_comp_17953_cycle_1	10239	superkingdom	Viruses	15	12	7	0.550	10239
virus_comp_17954_cycle_1	1	no rank	root	21	17	17	1.000	1
virus_comp_17955_cycle_1	1	no rank	root	30	20	20	1.000	1
virus_comp_17956_cycle_1	10239	superkingdom	Viruses	26	16	16	1.000	10239
virus_comp_17959_cycle_1	2832643	species	Caudoviricetes sp.	24	18	17	0.910	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17960_cycle_1	2832643	species	Caudoviricetes sp.	12	10	9	0.860	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_17961_cycle_1	10239	superkingdom	Viruses	13	13	13	1.000	10239
virus_comp_17963_cycle_1	1	no rank	root	29	19	19	1.000	1
virus_comp_17964_cycle_1	1	no rank	root	7	5	5	1.000	1
virus_comp_17998_cycle_1	1	no rank	root	10	8	8	1.000	1
virus_comp_17999_cycle_1	1	no rank	root	43	22	22	1.000	1
virus_comp_18003_cycle_1	1	no rank	root	12	7	7	1.000	1
virus_comp_18004_cycle_1	1	no rank	root	8	5	5	1.000	1
virus_comp_18005_cycle_1	1	no rank	root	11	7	7	1.000	1
virus_comp_18006_cycle_1	1	no rank	root	9	7	7	1.000	1
virus_comp_18009_cycle_1	2832643	species	Caudoviricetes sp.	20	18	11	0.580	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18011_cycle_1	1	no rank	root	34	25	25	1.000	1
virus_comp_18013_cycle_1	1	no rank	root	19	14	14	1.000	1
virus_comp_18016_cycle_1	1	no rank	root	47	26	26	1.000	1
virus_comp_18044_cycle_1	2832643	species	Caudoviricetes sp.	20	16	16	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18052_cycle_1	2731619	class	Caudoviricetes	49	27	18	0.590	10239;2731341;2731360;2731618;2731619
virus_comp_18053_cycle_1	2832643	species	Caudoviricetes sp.	17	13	10	0.820	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18054_cycle_1	1623305	genus	Skunavirus	45	23	15	0.650	10239;2731341;2731360;2731618;2731619;1623305
virus_comp_18055_cycle_1	2832643	species	Caudoviricetes sp.	23	16	13	0.860	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18061_cycle_1	1	no rank	root	14	11	11	1.000	1
virus_comp_18063_cycle_1	10239	superkingdom	Viruses	9	5	3	0.600	10239
virus_comp_18064_cycle_1	1	no rank	root	33	26	26	1.000	1
virus_comp_18065_cycle_1	2832643	species	Caudoviricetes sp.	5	5	4	0.750	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18067_cycle_1	1	no rank	root	26	18	18	1.000	1
virus_comp_18149_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_18153_cycle_1	2202644	species	Microviridae sp.	20	13	8	0.510	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18158_cycle_1	2202644	species	Microviridae sp.	4	3	2	0.670	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18161_cycle_1	1	no rank	root	29	17	17	1.000	1
virus_comp_18162_cycle_1	10239	superkingdom	Viruses	12	10	9	0.880	10239
virus_comp_18166_cycle_1	117574	no rank	unclassified Microviridae	22	17	11	0.700	10239;2731342;2732091;2732412;2732413;2732414;10841;117574
virus_comp_18170_cycle_1	1	no rank	root	13	10	10	1.000	1
virus_comp_18174_cycle_1	2202644	species	Microviridae sp.	21	11	8	0.610	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18175_cycle_1	1	no rank	root	16	11	11	1.000	1
virus_comp_18176_cycle_1	2202644	species	Microviridae sp.	24	14	11	0.790	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18253_cycle_1	117574	no rank	unclassified Microviridae	20	15	11	0.670	10239;2731342;2732091;2732412;2732413;2732414;10841;117574
virus_comp_18259_cycle_1	2202644	species	Microviridae sp.	15	9	9	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18260_cycle_1	1	no rank	root	5	4	4	1.000	1
virus_comp_18269_cycle_1	2788787	no rank	unclassified Caudoviricetes	6	3	2	0.670	10239;2731341;2731360;2731618;2731619;2788787
virus_comp_18275_cycle_1	10239	superkingdom	Viruses	42	23	18	0.710	10239
virus_comp_18276_cycle_1	117574	no rank	unclassified Microviridae	10	7	4	0.600	10239;2731342;2732091;2732412;2732413;2732414;10841;117574
virus_comp_18289_cycle_1	2832643	species	Caudoviricetes sp.	13	11	6	0.510	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18290_cycle_1	2832643	species	Caudoviricetes sp.	9	5	3	0.600	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18293_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_18294_cycle_1	2202644	species	Microviridae sp.	15	7	5	0.520	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_18424_cycle_1	2832643	species	Caudoviricetes sp.	5	4	3	0.750	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_18433_cycle_1	1	no rank	root	7	6	6	1.000	1
virus_comp_18434_cycle_1	1	no rank	root	6	5	5	1.000	1
virus_comp_18437_cycle_1	1	no rank	root	8	6	6	1.000	1
virus_comp_18438_cycle_1	1	no rank	root	9	8	8	1.000	1
virus_comp_18441_cycle_1	1	no rank	root	2	1	1	1.000	1
virus_comp_18449_cycle_1	1	no rank	root	11	6	6	1.000	1
virus_comp_18455_cycle_1	1	no rank	root	6	3	3	1.000	1
virus_comp_18459_cycle_1	1	no rank	root	7	5	5	1.000	1
virus_comp_18480_cycle_1	1	no rank	root	8	8	8	1.000	1
edge_2194	1	no rank	root	56	32	32	1.000	1
edge_2199	1	no rank	root	9	4	4	1.000	1
edge_187	1	no rank	root	15	12	12	1.000	1
edge_192	1	no rank	root	53	31	31	1.000	1
edge_205	1	no rank	root	17	12	12	1.000	1
edge_2254	1	no rank	root	6	6	6	1.000	1
edge_3278	1	no rank	root	7	4	4	1.000	1
edge_209	1	no rank	root	4	1	1	1.000	1
edge_2261	10239	superkingdom	Viruses	46	33	26	0.790	10239
edge_2291	1	no rank	root	29	19	19	1.000	1
virus_comp_1514_cycle_1	2788787	no rank	unclassified Caudoviricetes	22	11	6	0.550	10239;2731341;2731360;2731618;2731619;2788787
virus_comp_1516_cycle_1	2832643	species	Caudoviricetes sp.	11	8	8	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_1517_cycle_1	1623305	genus	Skunavirus	42	33	19	0.620	10239;2731341;2731360;2731618;2731619;1623305
virus_comp_1518_cycle_1	10239	superkingdom	Viruses	31	19	8	0.530	10239
virus_comp_1522_cycle_1	1	no rank	root	19	14	14	1.000	1
virus_comp_1523_cycle_1	1	no rank	root	22	16	16	1.000	1
virus_comp_1524_cycle_1	1	no rank	root	14	13	13	1.000	1
virus_comp_1525_cycle_1	1	no rank	root	16	16	16	1.000	1
virus_comp_1528_cycle_1	1	no rank	root	14	12	12	1.000	1
virus_comp_1529_cycle_1	10239	superkingdom	Viruses	2	1	1	1.000	10239
virus_comp_2469_cycle_1	10239	superkingdom	Viruses	17	9	9	1.000	10239
virus_comp_2470_cycle_1	2832643	species	Caudoviricetes sp.	10	5	3	0.730	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_2471_cycle_1	117574	no rank	unclassified Microviridae	6	4	4	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841;117574
virus_comp_2472_cycle_1	10841	family	Microviridae	21	16	15	0.870	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2473_cycle_1	1	no rank	root	29	15	15	1.000	1
virus_comp_2474_cycle_1	1	no rank	root	19	11	11	1.000	1
virus_comp_2475_cycle_5	2202644	species	Microviridae sp.	16	12	7	0.560	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2476_cycle_1	2202644	species	Microviridae sp.	8	6	4	0.670	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2477_cycle_1	10841	family	Microviridae	5	4	4	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2478_cycle_1	10841	family	Microviridae	20	12	9	0.640	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2397_cycle_1	2202644	species	Microviridae sp.	16	9	8	0.840	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2399_cycle_1	2202644	species	Microviridae sp.	22	13	8	0.510	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2400_cycle_1	10841	family	Microviridae	6	3	3	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2402_cycle_1	1	no rank	root	21	14	14	1.000	1
virus_comp_2404_cycle_1	2202644	species	Microviridae sp.	14	9	8	0.810	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2406_cycle_1	2219103	species	Inoviridae sp.	21	11	7	0.820	10239;2731342;2732090;2732410;2732411;2732094;10860;456491;2219103
virus_comp_2407_cycle_1	2202644	species	Microviridae sp.	8	7	6	0.840	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2408_cycle_1	1	no rank	root	19	13	13	1.000	1
virus_comp_2409_cycle_1	1	no rank	root	19	10	10	1.000	1
virus_comp_2410_cycle_1	2202644	species	Microviridae sp.	19	7	7	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_4526_cycle_1	2832643	species	Caudoviricetes sp.	10	4	3	0.980	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_4531_cycle_1	2202644	species	Microviridae sp.	5	2	2	1.000	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_4532_cycle_1	1	no rank	root	6	5	5	1.000	1
virus_comp_4537_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_4538_cycle_1	1	no rank	root	7	4	4	1.000	1
virus_comp_4539_cycle_1	2832643	species	Caudoviricetes sp.	6	3	2	0.520	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_4544_cycle_1	2832643	species	Caudoviricetes sp.	8	8	8	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_4548_cycle_1	1	no rank	root	14	5	5	1.000	1
virus_comp_4557_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_4558_cycle_1	1	no rank	root	6	5	5	1.000	1
virus_comp_6359_cycle_1	2832643	species	Caudoviricetes sp.	5	5	4	0.800	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6361_cycle_1	2832643	species	Caudoviricetes sp.	5	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6363_cycle_1	1	no rank	root	8	6	6	1.000	1
virus_comp_6364_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_6367_cycle_1	1	no rank	root	5	5	5	1.000	1
virus_comp_6373_cycle_1	1	no rank	root	8	2	2	1.000	1
virus_comp_6375_cycle_1	2832643	species	Caudoviricetes sp.	4	3	2	0.670	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6380_cycle_1	2942994	genus	Buchavirus	10	7	4	0.600	10239;2731341;2731360;2731618;2731619;1978007;2942966;2942974;2942994
virus_comp_6387_cycle_1	10239	superkingdom	Viruses	5	4	4	1.000	10239
virus_comp_6389_cycle_1	2832643	species	Caudoviricetes sp.	5	5	5	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6559_cycle_1	2832643	species	Caudoviricetes sp.	6	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6565_cycle_1	1	no rank	root	5	4	4	1.000	1
virus_comp_6568_cycle_1	1	no rank	root	6	4	4	1.000	1
virus_comp_6574_cycle_1	2832643	species	Caudoviricetes sp.	9	6	3	0.650	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6575_cycle_1	38018	species	Bacteriophage sp.	3	2	1	0.930	10239;12333;38018
virus_comp_6587_cycle_1	2826243	species	Siphoviridae sp. ctK0l2	5	4	2	0.500	10239;2731341;2731360;2731618;2731619;2788787;2826243
virus_comp_6593_cycle_1	2832643	species	Caudoviricetes sp.	2	2	1	0.500	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6597_cycle_1	1	no rank	root	11	8	8	1.000	1
virus_comp_6609_cycle_1	2832643	species	Caudoviricetes sp.	9	7	4	0.640	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_6615_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_2801_cycle_1	2731619	class	Caudoviricetes	15	10	7	0.680	10239;2731341;2731360;2731618;2731619
virus_comp_2803_cycle_1	1	no rank	root	19	11	11	1.000	1
virus_comp_2804_cycle_1	2905285	species	Sanya ochthera mantis totivirus 1	2	2	1	0.500	10239;2559587;2732396;2732405;2732458;2732540;11006;11007;348097;2905285
virus_comp_2806_cycle_1	2202644	species	Microviridae sp.	17	6	3	0.500	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_2807_cycle_1	1	no rank	root	18	10	10	1.000	1
virus_comp_2808_cycle_1	1	no rank	root	12	10	10	1.000	1
virus_comp_2809_cycle_1	10841	family	Microviridae	16	6	3	0.720	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2810_cycle_1	2832643	species	Caudoviricetes sp.	10	9	7	0.780	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_2812_cycle_1	10841	family	Microviridae	11	6	4	0.600	10239;2731342;2732091;2732412;2732413;2732414;10841
virus_comp_2813_cycle_1	2832643	species	Caudoviricetes sp.	8	5	5	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3382_cycle_1	2832643	species	Caudoviricetes sp.	4	4	3	0.750	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3383_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_3384_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_3386_cycle_1	10239	superkingdom	Viruses	16	8	6	0.980	10239
virus_comp_3389_cycle_1	1	no rank	root	11	5	5	1.000	1
virus_comp_3390_cycle_1	1	no rank	root	15	7	7	1.000	1
virus_comp_3392_cycle_1	38018	species	Bacteriophage sp.	9	6	5	0.800	10239;12333;38018
virus_comp_3395_cycle_1	1	no rank	root	8	5	5	1.000	1
virus_comp_3396_cycle_1	1	no rank	root	9	7	7	1.000	1
virus_comp_3397_cycle_1	2826359	species	Siphoviridae sp. ctVqj4	5	5	3	0.510	10239;2731341;2731360;2731618;2731619;2788787;2826359
virus_comp_3419_cycle_1	1	no rank	root	1	1	1	1.000	1
virus_comp_3420_cycle_1	1	no rank	root	4	4	4	1.000	1
virus_comp_3421_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_3426_cycle_1	1	no rank	root	14	7	7	1.000	1
virus_comp_3434_cycle_1	2832643	species	Caudoviricetes sp.	8	6	5	0.800	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3435_cycle_1	1	no rank	root	6	4	4	1.000	1
virus_comp_3438_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_3440_cycle_1	2202644	species	Microviridae sp.	4	4	2	0.500	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_3441_cycle_1	2832643	species	Caudoviricetes sp.	10	7	7	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3442_cycle_1	2731619	class	Caudoviricetes	9	9	7	0.850	10239;2731341;2731360;2731618;2731619
virus_comp_3567_cycle_1	2832643	species	Caudoviricetes sp.	4	3	2	0.670	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3568_cycle_1	2832643	species	Caudoviricetes sp.	7	7	4	0.660	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3569_cycle_1	2832643	species	Caudoviricetes sp.	6	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_3571_cycle_1	2202644	species	Microviridae sp.	17	7	5	0.610	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_3577_cycle_1	2202644	species	Microviridae sp.	3	3	2	0.670	10239;2731342;2732091;2732412;2732413;2732414;10841;117574;2202644
virus_comp_3580_cycle_1	1	no rank	root	12	11	11	1.000	1
virus_comp_3583_cycle_1	1	no rank	root	9	5	5	1.000	1
virus_comp_3585_cycle_1	1	no rank	root	10	8	8	1.000	1
virus_comp_3586_cycle_1	1198140	genus	Felixounavirus	20	16	9	0.510	10239;2731341;2731360;2731618;2731619;1985285;1198140
virus_comp_3589_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_713_cycle_1	2832643	species	Caudoviricetes sp.	5	4	4	1.000	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_714_cycle_1	2832643	species	Caudoviricetes sp.	7	7	4	0.510	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_715_cycle_1	2832643	species	Caudoviricetes sp.	3	3	2	0.510	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_716_cycle_1	1	no rank	root	21	15	15	1.000	1
virus_comp_717_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_718_cycle_1	1	no rank	root	15	11	11	1.000	1
virus_comp_719_cycle_1	1	no rank	root	15	10	10	1.000	1
virus_comp_720_cycle_1	1	no rank	root	47	35	35	1.000	1
virus_comp_721_cycle_1	1	no rank	root	13	12	12	1.000	1
virus_comp_722_cycle_1	1	no rank	root	92	60	60	1.000	1
virus_comp_5770_cycle_1	2832643	species	Caudoviricetes sp.	4	3	2	0.980	10239;2731341;2731360;2731618;2731619;2788787;2832643
virus_comp_5776_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_5777_cycle_1	10239	superkingdom	Viruses	7	2	2	1.000	10239
virus_comp_5778_cycle_1	38018	species	Bacteriophage sp.	8	7	3	0.580	10239;12333;38018
virus_comp_5785_cycle_1	1	no rank	root	4	3	3	1.000	1
virus_comp_5788_cycle_1	10239	superkingdom	Viruses	1	1	1	1.000	10239
virus_comp_5789_cycle_1	1	no rank	root	3	3	3	1.000	1
virus_comp_5792_cycle_1	1	no rank	root	4	3	3	1.000	1
